거래처명,구분,사업자번호,대표자명,업태,종목,주소,전화번호,팩스번호,휴대폰,이메일,대신화물_지점,경동화물_지점,담당자명,담당자연락처,메모,사용여부
영진농자재,고객업체 (판매),,,,,,,,,,,,,,,비활성
신탄건설공구,고객업체 (판매),,,,,대전광역시 대덕구 신탄진로 842,042-933-3351,042-933-3352,,,,,,,,비활성
G2,고객업체 (판매),카드,,,,,,,,,,,,,,비활성
고려철재천막,고객업체 (판매),,,,,충북 진천군 광혜원면 진광로 1315,043-537-9667,043-537-9668,,,,,,,,비활성
풍진산업,고객업체 (판매),,조찬석,,,충남 예산군 신암면 추사로 162,041-335-7981,041-335-7981,,,,,,,,비활성
대선철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
진주함석,고객업체 (판매),,,,,,,,,,,,,,,비활성
대풍농자재백화점,고객업체 (판매),,배형복,도소매,농약외,전라남도 강진군 강진읍 청자로 26,061-432-1223,061-433-1225,,,,,,,,비활성
우성샷시,고객업체 (판매),,,,,,,,,,,,,,,비활성
삼양연마(주)전북영업소,매입업체 (구매),,유석현,,,전북 익산시 평동로 620-1(인화동1가),063-858-4845,063-858-4835,,,,,,,,비활성
성호전기소방(주),고객업체 (판매),,정천수,건설업,전기공사외,경상북도 울진군 울진읍 울진중앙로 191(성호조명공사),054-783-8331,054-783-4335,,,,,,,,비활성
삼구이칠농자재,고객업체 (판매),,형길자,도소매업외,1차금속제품외,제주특별자치도 서귀포시 남원읍 한신로 137,064-764-4427,064-764-4476,,,,,,,,비활성
서울건재,고객업체 (판매),,,,,,,,,,,,,,,비활성
서해종합철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
(주)나은건설,고객업체 (판매),,임철술,건설업,"금속구조물외
이메일",경상남도 진주시 명석면 나불로 316,,,,,,,,,,비활성
신성기계공업사,고객업체 (판매),,,,,,,,,,,,,,,비활성
신흥,혼합 (판매+구매),,,,,,,,,,,,,,,비활성
거산종합상사,고객업체 (판매),200826-05,김지윤,도매외,조명기구외,강원도 태백시 태백로 850(황지동),033-552-3734,033-553-3734,,,,,,,,비활성
김태환,고객업체 (판매),,,,,,,,,,,,,,,비활성
주덕공구볼트,고객업체 (판매),,박종문,소매,공구볼트,충북 충주시 주덕읍 신양리136-4,,,,,,,,,,비활성
강원공구,고객업체 (판매),,,,,강원도 양양군 손양면 동해대로 2493-1,033-673-0989,033-672-6915,,,,,,,,비활성
대성철강,고객업체 (판매),,안연화,도매및소매업외,"철강,철물건재외",강원도 고성군 토성면 고성대로 77-5,,033-638-6330,,,,,,,,비활성
용산종합건재,고객업체 (판매),,정진수,소매,건축자재,충북 영동군 용산면 용산로 361,,,,,,,,,,비활성
주식회사 태광전기,고객업체 (판매),,박진호,도소매,전기 전자제품외,전라북도 익산시 평동로 608(평화동),,,,,,,,,,비활성
한진공구,고객업체 (판매),,,,,,,,,,,,,,,비활성
대한철강,고객업체 (판매),,,,,,,,,,,,,,,비활성
오스람전기,고객업체 (판매),,,,,,,,,,,,,,,비활성
스틸박스,고객업체 (판매),,,,,,,,,,,,,,,비활성
환영건축자재마트,고객업체 (판매),,이종은,도매및소매업,건축자재,경기도 안성시 일죽면 금일로 473-1,,,,,,,,,,비활성
덕일철물,고객업체 (판매),200813-01,김현철,도매및소매업,"철물,건재",경상북도 김천시 아포대로 22(덕곡동),054-431-0808,,,,,,,,,비활성
삼원공구철물,고객업체 (판매),200812-05,장일용,도소매,철물점,전라북도 완주군 봉동읍 과학로 720,063-262-0777,063-262-0778,,,,,,,,비활성
우주종합건재,고객업체 (판매),,,,,태백,,,,,,,,,,비활성
금강농자재(유),고객업체 (판매),,,,,,,,,,,,,,,비활성
유한회사영재이엠(EM),고객업체 (판매),,주성희,제조업외,금속가공외,광주광역시 서구 천변좌로 88(농성동),,,,,,,,,,비활성
구산농장,고객업체 (판매),,,,,,,,,,,,,,,비활성
문현동,혼합 (판매+구매),,,,,,,,,,,,,,,비활성
새손전기,고객업체 (판매),,,,,,,,,,,,,,,비활성
척산종합철물건재,고객업체 (판매),,신경관,,,충북 청원군 남이면 척산1구 296-8,043-269-0636,,,,,,,,,비활성
성전철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
삼복산업(주),고객업체 (판매),200803-06,김주성,제조업외,산업및건설안전용품외,강원도 삼척시 근덕면 삼척로 3643(한일회관),033-531-7343,033-531-7999,,,,,,,,비활성
삼성철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
혜성철강(주),고객업체 (판매),,성낙서,"도매,소매",철재류및철관,대전광역시 대덕구 한남로150번길 95(오정동),042-672-0863,042-635-0863,,,,,,,,비활성
세기철물상회,고객업체 (판매),,채수일,소매업,철물,충남 보령시 중앙로 31,041-935-3145,,,,,,,,,비활성
정원부속,고객업체 (판매),,,,,,,,,,,,,,,비활성
홍성호철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
현대종합공구,고객업체 (판매),200721-06,김진국,도소매업외,"철물,기계공구외","대전광역시 대덕구 오정로;109번길 16-20, 다동(오정동)",,,,,,,,,,비활성
남일철물(광주),고객업체 (판매),,,,,,,,,,,,,,,비활성
대덕철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
중앙철물,고객업체 (판매),,,,,장흥,,,,,,,,,,비활성
대부상사,고객업체 (판매),200826-01,김명신,도소매,농자재외,전라남도 나주시 산포면 송림산제길 167,061-331-1004,061-337-0082,,,,,,,,비활성
동산철물,고객업체 (판매),,,,,장흥,,,,,,,,,,비활성
주식회사태양철물공구,고객업체 (판매),,김동주,도소매업외,"철물,공구외",전라남도 여수시 소라면 죽림중앙로 7-8,061-691-1091,061-685-7887,,,,,,,,비활성
주식회사무등건축자재동화마루,고객업체 (판매),,이종재,제조업외,건축자재,제주특별자치도 제주시 아연로 423(오등동),064-723-6100,064-723-6102,,,,,,,,비활성
(주)대보스틸,고객업체 (판매),,남충현,제조외,기계부품,충청남도 금산군 추부면 분턱골길 40(㈜대보스틸),041-754-6466,,,,,,,,,비활성
대성종합자재,고객업체 (판매),,,,,,,,,,,,,,,비활성
대륙상사,고객업체 (판매),200709-02,이재경,소매업,철물,충북 옥천군 옥천읍 금구리 112-14,,,,,,,,,,비활성
복동철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
천년콘테이너,고객업체 (판매),,,,,,,,,,,,,,,비활성
에스건재철물,고객업체 (판매),,채종석,도소매업,건축자재외,충청남도 보령시 주교면 대천방조제로 850-14,,,,,,,,,,비활성
광명철물농자재,고객업체 (판매),,신동은,,,충남 예산군 예산읍 신례원 284-8(용골길-1번지),041-334-5757,041-334-7575,,,,,,,,비활성
삼성스틸,고객업체 (판매),,,,,,,,,,,,,,,비활성
태영설비,고객업체 (판매),카드,,,,충북 청주시 청주시 상당구 단재로2872(미원면 구방리 266번지),,,,,,,,,,비활성
태성ENG,고객업체 (판매),,,,,,,,,,,,,,,비활성
예당철강,고객업체 (판매),,,,,,,,,,,,,,,비활성
나성자원,고객업체 (판매),,나용환,도소매업,고철 재활용,충청남도 논산시 중앙로505번길 45(부창동),,,,,,,,,,비활성
(주)조흥,고객업체 (판매),,,,,,,,,,,,,,,비활성
유니온,고객업체 (판매),,,,,,,,,,,,,,,비활성
제일기업,고객업체 (판매),,,,,서울특별시 성북구 동소문로3길 129,,,,,,,,,,비활성
첨산종합자재,고객업체 (판매),,박성모,도소매외,상하수도자재외,전라남도 순천시 해룡면 상성길 95,,061-723-4333,,,,,,,,비활성
청화MRO,고객업체 (판매),,나정윤,도소매외,"공구,철물외","충청남도 당진시 송악읍 북부산업로; 1038, B동 105,106호(송악타운)",041-358-0989,041-358-1110,,,,,,,,비활성
거성건설,고객업체 (판매),,,,,,,,,,,,,,,비활성
황반장님,고객업체 (판매),,,,,,,,,,,,,,,비활성
제일철물기공,고객업체 (판매),,이주석,도소매,"철물,인테리어",경기도 성남시 분당구 두밀로 306(대장동),031-711-0925,,,,,,,,,비활성
유진철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
주식회사종합기공,고객업체 (판매),,,,,,,,,,,,,,,비활성
에쿠스코리아,고객업체 (판매),,김용수,도.소매외,기타무역업외,경상남도 진주시 판문로 270(판문동),,,,,,,,,,비활성
두영스텐,고객업체 (판매),카드,,,,,,,,,,,,,,비활성
금강하우징(제주),고객업체 (판매),,,,,,,,,,,,,,,비활성
성수판넬,고객업체 (판매),,,,,제주도,,,,,,,,,,비활성
남창,고객업체 (판매),,,,,,,,,,,,,,,비활성
주식회사에어시스,고객업체 (판매),200623-05,민해숙,도소매외,에어컨및냉난방자재외,제주특별자치도 제주시 연삼로 243(오라일동),064-751-3368,064-759-3368,,,,,,,,비활성
대한화학,고객업체 (판매),,,,,제주도,,,,,,,,,,비활성
탐나철공소,고객업체 (판매),,,,,제주도,,,,,,,,,,비활성
대한철물,고객업체 (판매),,,,,제주도,,,,,,,,,,비활성
양정철강,고객업체 (판매),,,,,,,,,,,,,,,비활성
효성철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
수경이엔지,고객업체 (판매),,,,,,,,,,,,,,,비활성
생고뱅코리아,고객업체 (판매),,,,,,,,,,,,,,,비활성
보미철물농자재,고객업체 (판매),,,,,충남 홍성군 구항면 구항길61번길 74,041-634-5353,041-634-5858,,,,,,,,비활성
보광하우징,고객업체 (판매),200617-03,홍영화,건설업외,온실시공외,경상남도 진주시 진산로 431(장재동),055-758-2277,055-759-2287,,,,,,,,비활성
현주창호,고객업체 (판매),,,,,,,,,,,,,,,비활성
한국산업,고객업체 (판매),,,,,충남 서산시 수석순환로 78,041-665-6489,041-662-8368,,,,,,,,비활성
오성냉열,고객업체 (판매),,,,,,,,,,,,,,,비활성
서부유리,고객업체 (판매),,,,,,,,,,,,,,,비활성
중고농기계,고객업체 (판매),,,,,,,,,,,,,,,비활성
로하스건설,고객업체 (판매),,,,,,,,,,,,,,,비활성
대한툴철물,고객업체 (판매),,,,,충남 보령시 보령북로 107,041-935-5300,041-935-5301,,,,,,,,비활성
태양철물(청양),고객업체 (판매),,,,,충남 청양군 정산면 정현길 75,041-943-6988,041-942-6991,,,,,,,,비활성
금성공구건재,고객업체 (판매),,,,,세종시 전의면 읍내리 운주산로 1298,044-863-8119,044-863-0399,,,,,,,,비활성
주식회사 한국종합철강,고객업체 (판매),,김시룡,제조업 도소매업,금속가공제품,강원도 강릉시 강동면 율곡로 2036-1 가동 1층,033-920-6622,033-647-6623,033-920-6622,,,,,,,비활성
우리케이블주식회사,고객업체 (판매),,민서준,도소매외,"전기,통신외",경기도 남양주시 양정로 93-2(일패동),031-529-3669,031-529-2971,,,,,,,,비활성
정읍산림조합,고객업체 (판매),,장학수,도소매,안전관리장비 및 용품,전라북도 정읍시 명덕1길 60(수성동),,,,,,,,,,비활성
상호철물건재,고객업체 (판매),,,,,충남 천안시 서북구 성환16길 30,041-581-2624,041-588-2624,,,,,,,,비활성
양성종합건재,고객업체 (판매),,,,,충주시 양성면 가곡로1398,043-855-0972,043-855-0973,,,,,,,,비활성
(주)세종건축자재백화점,고객업체 (판매),200602-01,조석현,도소매,건축자재,세종특별자치시 금남면 안금로513-17,,,,,,,,,,비활성
대전철물,혼합 (판매+구매),,,,,연무대,,,,,,,,,,비활성
남일철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
대경철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
동화철물,고객업체 (판매),,문지원,도매및소매업외,철물외,세종특별자치시 소정면 소정구길 182,,,,,,,,,,비활성
미조유압기계제작소,고객업체 (판매),,정안국,,,경남 남해군 미조면 미조리 168-45,055-867-7347,055-867-3228,,,,,,,,비활성
삼성철강,고객업체 (판매),,,,,,,,,,,,,,,비활성
최인수,고객업체 (판매),,최인수,,,전라북도 김제시 백구7길 125-25,,,,,,,,,,비활성
화천철물건재(화천),고객업체 (판매),,김동춘,도소매,건축자재,강원도 화천군 화천읍 노신로 34,033-442-0080,033-442-6900,,,,,,,,비활성
대평종합건재,혼합 (판매+구매),,도은실,도소매,농자재 건자재,경북 문경시 문경읍 새재로336,,,,,,,,,,비활성
이춘식(한빛건설),고객업체 (판매),,,,,원주시 문막읍 원문로 1700;서원주코아루아파트 111동104호,,,,,,,,,,비활성
대영철물,고객업체 (판매),,이태로,,,충남 서산시 부석면 취평2길 7-1,,,,,,,,,,비활성
화신건재설비상사,고객업체 (판매),,이정영,도소매,기타건축재료철물및난방창,경상남도 함안군 가야읍 함마대로 1516(화신건재),055-582-1525,,,,,,,,,비활성
전의건재사,고객업체 (판매),,,,,세종시 전의면 운주산로 1248,044-862-3440,,,,,,,,,비활성
고산전기,고객업체 (판매),,,,,,,,,,,,,,,비활성
초원상사,고객업체 (판매),,,,,세종시 전의면 읍내황골1길 81,044-863-2861,,,,,,,,,비활성
고려맨홀철물건재,고객업체 (판매),200518-04,안계림,도매및소매,맨홀 철물,충북 청주시 흥덕구 강내면 가로수길  495,,,,,,,,,,비활성
지용희,고객업체 (판매),,지용희,,,충북 청주시 상당구 서운동 48-7,,,,,,,,,,비활성
홍익배관철물,고객업체 (판매),200515-03,최춘영,소매,철물,"충청남도 천안시 동남구 서부대로 554(봉명동, (주)서진)",041-574-3483,041-573-6850,,,,,,,,비활성
감문철물점,고객업체 (판매),,,,,경북 김천시 감문면 감문로 1088,054-430-2937,,,,,,,,,비활성
뉴월드상사,고객업체 (판매),,서석주,도매및소매업,"창호,부속품외","대전광역시 동구 현암로 27-1, 1층(삼성동)",042-627-0669,042-627-0667,,,,,,,,비활성
주식회사서울모터스,고객업체 (판매),카드,,,,대전 대덕구 갑천 도시고속도로 1079,042-639-4646,042-639-4650,,,,,,,,비활성
비인철물,고객업체 (판매),,,,,충남 서천군 비인면 성내3리(시장입구),041-952-5024,,,,,,,,,비활성
제일공구,고객업체 (판매),,,,,,,,,,,,,,,비활성
주식회사광진천막백화점,고객업체 (판매),200511-01,남강우,건설업외,천막외,대전. 대덕구 오정로 7,,042-627-4708,,,,,,,,비활성
삼흥공구종합상사,고객업체 (판매),200508-07,김남현,도소매외,철물외,전북 익산시 인북로 59(인화동1가),,,,,,,,,,비활성
부광공구,고객업체 (판매),,,,,,,,,,,,,,,비활성
제일종합상사,고객업체 (판매),,김장열,도소매외,철물외,충청남도 서산시 대산읍 개화2길 3-12,041-667-7887,041-667-7885,,,,,,,,비활성
이수테크,고객업체 (판매),판매취소,이동제,제조,전자응용설비제작,충북 청주시 서원구 남이면 남이가좌1길 3,,,,,,,,,,비활성
KJ ENG,고객업체 (판매),,,,,,,,,,,,,,,비활성
육묘장,고객업체 (판매),,,,,,,,,,,,,,,비활성
운주철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
천은보링공업사,고객업체 (판매),,,,,,,,,,,,,,,비활성
대동개발철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
상신툴링,고객업체 (판매),200430-01,이철원,도소매,기계공구,경기도 화성시 효행로 1360(반월동),031-204-0966,031-204-0968,,,,,,,,비활성
삼영인테리어,고객업체 (판매),,,,,,043-848-0174,043-848-0175,,,,,,,,비활성
희망건재철물,고객업체 (판매),,,,,충북 충주시 신니면 용원1길 12,043-852-0764,,,,,,,,,비활성
LG콘테이너,고객업체 (판매),,,,,,,,,,,,,,,비활성
대성설비철물,고객업체 (판매),,,,,충북 충주시 동량면 용교리 323-2,043-853-9666,043-853-2666,,,,,,,,비활성
행복한환경,고객업체 (판매),,,,,,,,,,,,,,,비활성
영창철물,고객업체 (판매),,,,,제천,,,,,,,,,,비활성
영서종합공구,고객업체 (판매),200427-01,안연지,도소매업,철물외,경상남도 함안군 칠원읍 원서로 3,,,,,,,,,,비활성
사천공업사,고객업체 (판매),,,,,,,,,,,,,,,비활성
청남철물건재 주식회사,고객업체 (판매),,권영희,도소매업,건축,충북 청주시 서원구 남이면 척산5길 45,043-273-7002,050-4290-5430,,,,,,,,비활성
신양공구,고객업체 (판매),,강은석,소매업외,철물외,대전광역시 동구 대전로 987-1(삼성동),,,,,,,,,,비활성
이정사,고객업체 (판매),,이희근,,,,,,,,,,,,,비활성
금산폐차장,고객업체 (판매),,,,,,,,,,,,,,,비활성
장평공업사,고객업체 (판매),,,,,,,,,,,,,,,비활성
한일전기,고객업체 (판매),,,,,,,,,,,,,,,비활성
천하철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
태양농자재,고객업체 (판매),,,,,,,,,,,,,,,비활성
동화전력,고객업체 (판매),,,,,,,,,,,,,,,비활성
금성건재,고객업체 (판매),,,,,,,,,,,,,,,비활성
성일공업사,고객업체 (판매),,황철,,,충남 서산시 고북면 신송리,041-662-4677,,,,,,,,,비활성
신흥철물(평택),고객업체 (판매),,,,,,,,,,,,,,,비활성
(주)세움,고객업체 (판매),카드,,,,,,,,,,,,,,비활성
KS철물,고객업체 (판매),,김공덕,소매외,철물외,전남 화순군 능주면 정암길 16,061-373-0559,061-373-0558,,,,,,,,비활성
전원농자재,고객업체 (판매),,,,,,,,,,,,,,,비활성
청원브러쉬,매입업체 (구매),,,,,,,,,,,,,,,비활성
성화철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
오토온실,고객업체 (판매),,,,,,,,,,,,,,,비활성
(주)대경철물공구,고객업체 (판매),,,,,전남 함평군 함평읍 영수길 326,061-324-0978,061-324-0979,,,,,,,,비활성
리안,고객업체 (판매),,,,,,,,,,,,,,,비활성
서진철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
진우건설,고객업체 (판매),,,,,,,,,,,,,,,비활성
거산천막,고객업체 (판매),,,,,,,,,,,,,,,비활성
전일상사,매입업체 (구매),,,,,대화동,,,,,,,,,,비활성
골드종합건재,고객업체 (판매),,,,,충남 예산군 광시면,041-333-8935,,,,,,,,,비활성
삼성철물[유,고객업체 (판매),,,,,,,,,,,,,,,비활성
관촌사장,고객업체 (판매),,,,,,,,,,,,,,,비활성
세철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
진도건자재,고객업체 (판매),,허생범,,,전남 진도군 진도읍 남동1길 12-18,061-542-6116,061-544-3615,,,,,,,,비활성
대월천막,고객업체 (판매),,허현,,,서울시 광진구 동일로 453(중곡동1층),02-2291-1077,02-2291-1076,,,,,,,,비활성
영서건재주식회사,고객업체 (판매),200403-02,정동원,도소매,건축자재외,강원도 홍천군 홍천읍 공작산로 38,033-433-9617,033-434-7054,,,,,,,,비활성
아세아농기계,고객업체 (판매),,,,,충남 예산군 삽교읍 충의로 276,,,,,,,,,,비활성
일반판매,고객업체 (판매),,,,,,,,,,,,,,,비활성
(주)구림산업기계,고객업체 (판매),,,,,,,,,,,,,,,비활성
주식회사조광,고객업체 (판매),200327-04,조준식,도매및소매업외,건축자재외,경기도 남양주시 진건읍 양진로 221-34,,,,,,,,,,비활성
영흥금속공업(주),고객업체 (판매),,,,,대전 대덕구 대화동 425-1,042-621-0041,042-673-6050,,,,,,,,비활성
지엠이엔지주식회사,고객업체 (판매),,김영순,건설업외,설치공사외,충남 금산군 추부면 추풍로 227-36,,041-753-1751,,,,,,,,비활성
(주)수영이엔지,고객업체 (판매),,,,,,,,,,,,,,,비활성
형제엔지니어링,고객업체 (판매),,양홍복,,,충남 논산시 계백로 1185-1,041-734-6398,041-732-6398,,,,,,,,비활성
세미건축,고객업체 (판매),,,,,전남 나주시 보산동 198번지,061-332-5255,061-332-2998,,,,,,,,비활성
세일건재,고객업체 (판매),200320-01,정욱진,도소매,"철물,철재외",충남 논산시 시민로 76-2(내동),041-742-1254,041-742-3995,,,,,,,,비활성
현대철강,고객업체 (판매),,,,,충북 청주시 흥덕구 오송읍 가로수로 12,043-237-1645,043-235-3515,,,,,,,,비활성
한주산업건축,고객업체 (판매),,이안,제조업외,"천막,철구조물외",대전광역시 대덕구 신탄진로 856(신탄진동),042-932-2400,,,,,,,,,비활성
유명공업사,고객업체 (판매),,,,,,041-751-2077,,,,,,,,,비활성
성빈건설(주),고객업체 (판매),,신재복,,,대전. 대덕구 신탄진로 685,042-671-0425,042-528-0425,,,,,,,,비활성
이민우,고객업체 (판매),,,,,,,,,,,,,,,비활성
유진상사,고객업체 (판매),,,,,,,,,,,,,,,비활성
명인이엔지,고객업체 (판매),200316-01,김한흠,제조업외,금속 문외,"대전. 동구 대전로815번길 51, 2층",070-7576-1057,070-7543-1156,,,,,,,,비활성
가장천막사,고객업체 (판매),,조호철,,,대전. 서구 도마동 70-62,042-524-7060,042-524-8090,,,,,,,,비활성
합동공업사,고객업체 (판매),,박봉학,,,,042-282-4136,,,,,,,,,비활성
충북천막사,고객업체 (판매),,강태근,,,대전. 중구 부사동 100-2,042-253-1946,,,,,,,,,비활성
일광보일러  철물,고객업체 (판매),200313-02,김기만,도소매,철물 공구,강원도 원주시 문막읍  문막리482-2,033-734-6864,033-746-6865,,,,,,,,비활성
금성천막공업사,고객업체 (판매),,성기삼,,,대전 동구 소제동 299-243,042-623-0152,042-625-1794,,,,,,,,비활성
시장철물,고객업체 (판매),,이정길,,,대전. 유성구 장대동 277-13,042-822-0054,042-823-6480,,,,,,,,비활성
장계제일철물,고객업체 (판매),,,,,전북 장수군 장계면 장무로 260,063-353-6878,,,,,,,,,비활성
신도설비,고객업체 (판매),,,,,,042-634-1370,,,,,,,,,비활성
현대엔지니어링,고객업체 (판매),200305-02,안병우,건설업,"창호,금속외",대전. 대덕구 상서당1길 52-5,,042-935-3967,,,,,,,,비활성
만물사철물,고객업체 (판매),,이한준,,,대전. 대덕구 신탄진동로 39,,,,,,,,,,비활성
태광기업,고객업체 (판매),,,,,강원도 고성군 미시령옛길 1153,,,,,,,,,,비활성
주식회사 성광이엔지,고객업체 (판매),,이만춘,제조업외,농축산기자재외,전라북도 정읍시 황토현로 970,063-535-1111,063-533-7756,,,,,,,,비활성
서우건업,고객업체 (판매),200302-04,이충현,서비스외,기타도급외,"대전. 중구 보문산로171번길 30-4, 203호",,,,,,,,,,비활성
종합할인마트,고객업체 (판매),,권인환,,,대전. 서구 둔산동 1225번지,042-485-5758,,,,,,,,,비활성
금강농자재,고객업체 (판매),,,,,,,,,,,,,,,비활성
유가건축철물장식,고객업체 (판매),,유우람,,,대전. 대덕구 오정동 324-1,042-627-1133,042-627-1138,,,,,,,,비활성
부성전기철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
믿음설비공사,고객업체 (판매),,김상영,,,대전. 중구 문화로 77,042-583-8204,,,,,,,,,비활성
현대철물웅천,혼합 (판매+구매),,이상전,,,충남 보령시 웅천읍 대창리 348-11(읍사무소앞),041-933-2884,041-934-2884,,,,,,,,비활성
대명종합자재마트,고객업체 (판매),,,,,,,,,,,,,,,비활성
씽씽,고객업체 (판매),,,,,,,,,,,,,,,비활성
한국철물내포,매입업체 (구매),,추준호,도소매,철물,전남완도군.읍 가용리 1072  5/5,,,,,,,,,,비활성
일광종합상사,고객업체 (판매),,김정환,도매업,건축자재,강원도 원주시 문막읍 문막시장1길 7,,,,,,,,,,비활성
충북기업(주),고객업체 (판매),,이점숙,도소매,건재 공구,충북 음성군 매동면 덕금로 423-1,,,,,,,,,,비활성
이용대팀장,고객업체 (판매),,,,,,,,,,,,,,,비활성
주은철강,고객업체 (판매),,이동윤,,,충남 부여군 부여읍 석목로 65,041-834-0114,041-836-2588,,,,,,,,비활성
삼익공조,고객업체 (판매),,김창섭,공조닥트 배기 후드,,대전광역시 동구 대전천동로 462(인동29-4),042-271-6129,042-367-1059,,,,,,,,비활성
동보,고객업체 (판매),,김흥영,도소매,건축자재,충북 보은군 보은읍 보은로 10-3  1층,,,,,,,,,,비활성
토방 철물 공구 안전용품,고객업체 (판매),,김선미,도매및소매업,건자재,전남 목포시 산정로 29-1(동명동),,,,,,,,,,비활성
삼례 형제,고객업체 (판매),,,,,,,,,,,,,,,비활성
주식회사 스페이스,고객업체 (판매),,,,,,,,,,,,,,,비활성
한일펌프철물,혼합 (판매+구매),,,,,,,,,,,,,,,비활성
최숙종,매입업체 (구매),,,,,,,,,,,,,,,비활성
신흥종합건재,고객업체 (판매),,오태연,,,대전광역시 대덕구 대덕대로1601번길 9,042-932-1323,042-931-5470,,,,,,,,비활성
삼일철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
명성공구,매입업체 (구매),,,,,서울특별시 구로구,,,,,,,,,,비활성
형제철물공구,고객업체 (판매),,정일락,,,전북 완주군 삼례읍 삼례리 916-5,063-291-1909,,,,,,,,,비활성
연재철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
삼록연탄보일러,고객업체 (판매),,,,,,043-259-4788,,,,,,,,,비활성
중부건재상사,고객업체 (판매),,김순희,,,청주시 상당구 남일면 단재로 488-8,043-297-4918,043-297-4917,,,,,,,,비활성
주광산업,고객업체 (판매),,,,,,,,,,,,,,,비활성
우리휀스,고객업체 (판매),,,,,,,,,,,,,,,비활성
동부건재,고객업체 (판매),,,,,,,,,,,,,,,비활성
부영설비상사,고객업체 (판매),,이부영,도매및상품중개업,일반철물및수공구외,충남 논산시 관촉로 288(취암동),041-733-3607,,,,,,,,,비활성
대흥철물건재,고객업체 (판매),,전수연,도소매,철물공구,경기도양주시광적면광적로186,,,,,,,,,,비활성
영서건재,고객업체 (판매),,,,,,,,,,,,,,,비활성
신흥건재신화,고객업체 (판매),,,,,,,,,,,,,,,비활성
신흥건재,고객업체 (판매),,,,,,,,,,,,,,,비활성
경신공구,고객업체 (판매),,,,,,,,,,,,,,,비활성
동일건재,고객업체 (판매),,권민식,도매및소매업,공구 철물,경북 예천군 예천읍 청복리  404-1,,,,,,,,,,비활성
대성철물건재,고객업체 (판매),,안병만,도소매,철물,충남 당진시 신평면 신평시장2길9,,,,,,,,,,비활성
현대철물공구,고객업체 (판매),,,,,,,,,,,,,,,비활성
한솔자재마트,고객업체 (판매),,,,,,,,,,,,,,,비활성
하이원전기,고객업체 (판매),,이규원,,,,,,,,,,,,,비활성
옥계철물점,고객업체 (판매),,현상권,소매업,철물 건재,대전시 중구 옥계동 39-1,,,,,,,,,,비활성
하이원 시스템,고객업체 (판매),,이규원,제조업,자동제어장치,충북 진천군 덕산면 덕금로 529,,,,,,,,,,비활성
2000종합상사,고객업체 (판매),20190923-01,이대일,도소매,공구,경기도 이천시 이섭대천로 1176(중리동),,,,,,,,,,비활성
서해건재,고객업체 (판매),,,,,,,,,,,,,,,비활성
대성산업,고객업체 (판매),,,,,,,,,,,,,,,비활성
한영상사,매입업체 (구매),,윤일수,도매및소매업,공구,충남 예산군 삽교읍 신가리 26-25 A동 101호,,,,,,,,,,비활성
새마을건축,고객업체 (판매),,,,,광천면,,,,,,,,,,비활성
안영철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
토방철물공구안전용품,고객업체 (판매),,김선미,도매및소매업,건자재,전남 목포시 산정로 29-1(동명동),,,,,,,,,,비활성
현대공구건재,고객업체 (판매),,김세영,도소매,공구.건축자재,충북음성군삼성면대성로595,,,,,,,,,,비활성
동신종합상사,고객업체 (판매),,장필순,도소매,"작업복,안전용품,공구",충남당진시서해로6089-56,,,,,,,,,,비활성
동명종합상사,고객업체 (판매),,박상순,도소매,철물,대전광역시 대덕구 오정로 5(오정동),,,,,,,,,,비활성
동산건업,고객업체 (판매),,지관구,건설업,철거공사,경기도남양주시전접읍금강로전도치길2길1-1,,,,,,,,,,비활성
둔포정원철물,고객업체 (판매),,배정원,도소매,철물,충남아산시둔포면충무로1798,,,,,,,,,,비활성
[폐업]동진종합상사,고객업체 (판매),,김인범,소매업,철물,전북 군산시 새만금북로 221(오식도동),,,,,,,,,,비활성
덕명철물,고객업체 (판매),,안태남,도소매,철물점,대전시 유성구 학하서로 126-22 1층 101호(덕명동),,,,,,,,,,비활성
덕성종합건재,고객업체 (판매),,송문호,소매업,철물.건재,경기도용인시처인구백암면백암리366-1,,,,,,,,,,비활성
